player,tm,yr,V1
James Young,BOS,2015,Role Player
Nick Young,LAL,2015,Perimeter Wings/Defenders
Thaddeus Young,MIN,2015,Floor Generals
Cody Zeller,CHO,2015,Defensive Big Man
Quincy Acy,SAC,2014,Defensive Big Man
Arron Afflalo,ORL,2014,Perimeter Wings/Defenders
Alexis Ajinça,NOP,2014,Defensive Big Man
LaMarcus Aldridge,POR,2014,Scoring Big Man
Lavoy Allen,PHI,2014,Defensive Big Man
Ray Allen*,MIA,2014,Driving Scorer
Tony Allen,MEM,2014,Floor Generals
Al-Farouq Aminu,NOP,2014,Defensive Big Man
Chris Andersen,MIA,2014,Defensive Big Man
Alan Anderson,BRK,2014,Driving Scorer
James Anderson,PHI,2014,Driving Scorer
Giannis Antetokounmpo,MIL,2014,Floor Generals
Carmelo Anthony,NYK,2014,Superstars
Pero Antić,ATL,2014,Driving Scorer
Trevor Ariza,WAS,2014,Perimeter Wings/Defenders
Darrell Arthur,DEN,2014,Role Player
D.J. Augustin,CHI,2014,Floor Generals
J.J. Barea,MIN,2014,Floor Generals
Andrea Bargnani,NYK,2014,Perimeter Wings/Defenders
Harrison Barnes,GSW,2014,Floor Generals
Matt Barnes,LAC,2014,Perimeter Wings/Defenders
Will Barton,POR,2014,Role Player
Brandon Bass,BOS,2014,Defensive Big Man
Shane Battier,MIA,2014,Driving Scorer
Nicolas Batum,POR,2014,Perimeter Wings/Defenders
Jerryd Bayless,MEM,2014,Role Player
Jerryd Bayless,BOS,2014,Floor Generals
Kent Bazemore,GSW,2014,Role Player
Bradley Beal,WAS,2014,Perimeter Wings/Defenders
Michael Beasley,MIA,2014,Driving Scorer
Marco Belinelli,SAS,2014,Perimeter Wings/Defenders
Anthony Bennett,CLE,2014,Role Player
Patrick Beverley,HOU,2014,Perimeter Wings/Defenders
DeJuan Blair,DAL,2014,Defensive Big Man
Andray Blatche,BRK,2014,Defensive Big Man
Eric Bledsoe,PHO,2014,Superstars
Matt Bonner,SAS,2014,Driving Scorer
Trevor Booker,WAS,2014,Defensive Big Man
Carlos Boozer,CHI,2014,Scoring Big Man
Chris Bosh*,MIA,2014,Scoring Big Man
Avery Bradley,BOS,2014,Perimeter Wings/Defenders
Elton Brand,ATL,2014,Defensive Big Man
Corey Brewer,MIN,2014,Floor Generals
Aaron Brooks,HOU,2014,Driving Scorer
Chase Budinger,MIN,2014,Driving Scorer
Reggie Bullock,LAC,2014,Role Player
Trey Burke,UTA,2014,Floor Generals
Alec Burks,UTA,2014,Floor Generals
Caron Butler,MIL,2014,Perimeter Wings/Defenders
Jimmy Butler,CHI,2014,Floor Generals
Rasual Butler,IND,2014,Driving Scorer
Will Bynum,DET,2014,Floor Generals
Nick Calathes,MEM,2014,Floor Generals
José Calderón,DAL,2014,Perimeter Wings/Defenders
Kentavious Caldwell-Pope,DET,2014,Role Player
DeMarre Carroll,ATL,2014,Perimeter Wings/Defenders
Vince Carter,DAL,2014,Perimeter Wings/Defenders
Michael Carter-Williams,PHI,2014,Superstars
Omri Casspi,HOU,2014,Driving Scorer
Mario Chalmers,MIA,2014,Floor Generals
Tyson Chandler,NYK,2014,Defensive Big Man
Wilson Chandler,DEN,2014,Perimeter Wings/Defenders
Dionte Christmas,PHO,2014,Role Player
Earl Clark,CLE,2014,Role Player
Norris Cole,MIA,2014,Floor Generals
Darren Collison,LAC,2014,Floor Generals
Nick Collison,OKC,2014,Defensive Big Man
Mike Conley,MEM,2014,Superstars
Chris Copeland,IND,2014,Driving Scorer
DeMarcus Cousins,SAC,2014,Scoring Big Man
Jamal Crawford,LAC,2014,Perimeter Wings/Defenders
Jordan Crawford,BOS,2014,Floor Generals
Jordan Crawford,GSW,2014,Driving Scorer
Jae Crowder,DAL,2014,Driving Scorer
Dante Cunningham,MIN,2014,Defensive Big Man
Stephen Curry,GSW,2014,Superstars
Samuel Dalembert,DAL,2014,Defensive Big Man
Gigi Datome,DET,2014,Role Player
Brandon Davies,PHI,2014,Role Player
Anthony Davis,NOP,2014,Scoring Big Man
Glen Davis,ORL,2014,Perimeter Wings/Defenders
Matthew Dellavedova,CLE,2014,Driving Scorer
Luol Deng,CLE,2014,Perimeter Wings/Defenders
DeMar DeRozan,TOR,2014,Superstars
Boris Diaw,SAS,2014,Perimeter Wings/Defenders
Gorgui Dieng,MIN,2014,Defensive Big Man
Chris Douglas-Roberts,CHA,2014,Driving Scorer
Goran Dragić,PHO,2014,Superstars
Andre Drummond,DET,2014,Scoring Big Man
Jared Dudley,LAC,2014,Driving Scorer
Tim Duncan*,SAS,2014,Scoring Big Man
Mike Dunleavy,CHI,2014,Perimeter Wings/Defenders
Kevin Durant,OKC,2014,Superstars
Wayne Ellington,DAL,2014,Driving Scorer
Monta Ellis,DAL,2014,Superstars
Jeremy Evans,UTA,2014,Defensive Big Man
Tyreke Evans,NOP,2014,Floor Generals
Kenneth Faried,DEN,2014,Scoring Big Man
Jordan Farmar,LAL,2014,Floor Generals
Vítor Luiz Faverani,BOS,2014,Defensive Big Man
Derrick Favors,UTA,2014,Scoring Big Man
Raymond Felton,NYK,2014,Floor Generals
Landry Fields,TOR,2014,Role Player
Derek Fisher,OKC,2014,Driving Scorer
Evan Fournier,DEN,2014,Driving Scorer
Randy Foye,DEN,2014,Perimeter Wings/Defenders
Jimmer Fredette,SAC,2014,Driving Scorer
Joel Freeland,POR,2014,Defensive Big Man
Channing Frye,PHO,2014,Perimeter Wings/Defenders
Francisco García,HOU,2014,Driving Scorer
Kevin Garnett*,BRK,2014,Defensive Big Man
Diante Garrett,UTA,2014,Role Player
Marc Gasol,MEM,2014,Scoring Big Man
Pau Gasol,LAL,2014,Scoring Big Man
Rudy Gay,SAC,2014,Superstars
Alonzo Gee,CLE,2014,Role Player
Paul George,IND,2014,Superstars
Taj Gibson,CHI,2014,Scoring Big Man
Manu Ginóbili,SAS,2014,Floor Generals
Archie Goodwin,PHO,2014,Role Player
Eric Gordon,NOP,2014,Floor Generals
Marcin Gortat,WAS,2014,Scoring Big Man
Aaron Gray,SAC,2014,Role Player
Danny Green,SAS,2014,Driving Scorer
Draymond Green,GSW,2014,Defensive Big Man
Gerald Green,PHO,2014,Perimeter Wings/Defenders
Jeff Green,BOS,2014,Perimeter Wings/Defenders
Willie Green,LAC,2014,Role Player
Blake Griffin,LAC,2014,Scoring Big Man
Jordan Hamilton,DEN,2014,Driving Scorer
Tyler Hansbrough,TOR,2014,Defensive Big Man
Tim Hardaway Jr.,NYK,2014,Driving Scorer
James Harden,HOU,2014,Superstars
Maurice Harkless,ORL,2014,Driving Scorer
Josh Harrellson,DET,2014,Driving Scorer
Al Harrington,WAS,2014,Role Player
Devin Harris,DAL,2014,Floor Generals
Tobias Harris,ORL,2014,Perimeter Wings/Defenders
Spencer Hawes,PHI,2014,Perimeter Wings/Defenders
Chuck Hayes,TOR,2014,Role Player
Gordon Hayward,UTA,2014,Superstars
Gerald Henderson,CHA,2014,Perimeter Wings/Defenders
Xavier Henry,LAL,2014,Floor Generals
John Henson,MIL,2014,Defensive Big Man
Roy Hibbert,IND,2014,Scoring Big Man
J.J. Hickson,DEN,2014,Scoring Big Man
Nenê,WAS,2014,Scoring Big Man
George Hill,IND,2014,Perimeter Wings/Defenders
Jordan Hill,LAL,2014,Defensive Big Man
Kirk Hinrich,CHI,2014,Floor Generals
Jrue Holiday,NOP,2014,Floor Generals
Dwight Howard,HOU,2014,Scoring Big Man
Robbie Hummel,MIN,2014,Role Player
Kris Humphries,BOS,2014,Defensive Big Man
Serge Ibaka,OKC,2014,Scoring Big Man
Andre Iguodala,GSW,2014,Floor Generals
Ersan İlyasova,MIL,2014,Perimeter Wings/Defenders
Kyrie Irving,CLE,2014,Superstars
Jarrett Jack,CLE,2014,Floor Generals
Reggie Jackson,OKC,2014,Floor Generals
Bernard James,DAL,2014,Defensive Big Man
LeBron James,MIA,2014,Superstars
Al Jefferson,CHA,2014,Scoring Big Man
Richard Jefferson,UTA,2014,Driving Scorer
Brandon Jennings,DET,2014,Floor Generals
Jonas Jerebko,DET,2014,Driving Scorer
Amir Johnson,TOR,2014,Defensive Big Man
Chris Johnson,BOS,2014,Driving Scorer
James Johnson,MEM,2014,Defensive Big Man
Joe Johnson,BRK,2014,Perimeter Wings/Defenders
Orlando Johnson,IND,2014,Role Player
Wesley Johnson,LAL,2014,Perimeter Wings/Defenders
Perry Jones,OKC,2014,Driving Scorer
Terrence Jones,HOU,2014,Scoring Big Man
Cory Joseph,SAS,2014,Driving Scorer
Chris Kaman,LAL,2014,Defensive Big Man
Enes Kanter,UTA,2014,Defensive Big Man
Ryan Kelly,LAL,2014,Driving Scorer
Michael Kidd-Gilchrist,CHA,2014,Defensive Big Man
Andrei Kirilenko,BRK,2014,Defensive Big Man
Brandon Knight,MIL,2014,Floor Generals
Kyle Korver,ATL,2014,Perimeter Wings/Defenders
Doron Lamb,ORL,2014,Role Player
Jeremy Lamb,OKC,2014,Driving Scorer
Shane Larkin,DAL,2014,Role Player
Ty Lawson,DEN,2014,Superstars
Courtney Lee,BOS,2014,Driving Scorer
Courtney Lee,MEM,2014,Perimeter Wings/Defenders
David Lee,GSW,2014,Scoring Big Man
Kawhi Leonard,SAS,2014,Perimeter Wings/Defenders
Meyers Leonard,POR,2014,Role Player
Jon Leuer,MEM,2014,Driving Scorer
Rashard Lewis,MIA,2014,Driving Scorer
Damian Lillard,POR,2014,Superstars
Jeremy Lin,HOU,2014,Floor Generals
Shaun Livingston,BRK,2014,Floor Generals
Robin Lopez,POR,2014,Scoring Big Man
Kevin Love,MIN,2014,Superstars
Kyle Lowry,TOR,2014,Superstars
John Lucas III,UTA,2014,Role Player
Shelvin Mack,ATL,2014,Floor Generals
Ian Mahinmi,IND,2014,Defensive Big Man
Shawn Marion,DAL,2014,Perimeter Wings/Defenders
Kendall Marshall,LAL,2014,Floor Generals
Cartier Martin,ATL,2014,Driving Scorer
Kenyon Martin,NYK,2014,Defensive Big Man
Kevin Martin,MIN,2014,Perimeter Wings/Defenders
Wesley Matthews,POR,2014,Perimeter Wings/Defenders
O.J. Mayo,MIL,2014,Floor Generals
Luc Mbah a Moute,MIN,2014,Role Player
Ray McCallum,SAC,2014,Role Player
CJ McCollum,POR,2014,Role Player
Ben McLemore,SAC,2014,Role Player
Josh McRoberts,CHA,2014,Perimeter Wings/Defenders
Jodie Meeks,LAL,2014,Perimeter Wings/Defenders
Gal Mekel,DAL,2014,Role Player
Khris Middleton,MIL,2014,Perimeter Wings/Defenders
C.J. Miles,CLE,2014,Driving Scorer
Andre Miller,DEN,2014,Driving Scorer
Darius Miller,NOP,2014,Driving Scorer
Mike Miller,MEM,2014,Driving Scorer
Quincy Miller,DEN,2014,Role Player
Patty Mills,SAS,2014,Driving Scorer
Paul Millsap,ATL,2014,Scoring Big Man
Greg Monroe,DET,2014,Scoring Big Man
E'Twaun Moore,ORL,2014,Driving Scorer
Marcus Morris,PHO,2014,Driving Scorer
Markieff Morris,PHO,2014,Scoring Big Man
Anthony Morrow,NOP,2014,Driving Scorer
Donatas Motiejūnas,HOU,2014,Role Player
Timofey Mozgov,DEN,2014,Defensive Big Man
Shabazz Muhammad,MIN,2014,Role Player
Toure' Murry,NYK,2014,Role Player
Gary Neal,MIL,2014,Driving Scorer
Jameer Nelson,ORL,2014,Floor Generals
Andrew Nicholson,ORL,2014,Role Player
Joakim Noah,CHI,2014,Scoring Big Man
Steve Novak,TOR,2014,Driving Scorer
Dirk Nowitzki,DAL,2014,Superstars
Kyle O'Quinn,ORL,2014,Defensive Big Man
Victor Oladipo,ORL,2014,Floor Generals
Kelly Olynyk,BOS,2014,Defensive Big Man
Travis Outlaw,SAC,2014,Driving Scorer
Zaza Pachulia,MIL,2014,Defensive Big Man
Tony Parker,SAS,2014,Floor Generals
Chandler Parsons,HOU,2014,Perimeter Wings/Defenders
Patrick Patterson,TOR,2014,Perimeter Wings/Defenders
Chris Paul,LAC,2014,Superstars
Kendrick Perkins,OKC,2014,Defensive Big Man
Paul Pierce*,BRK,2014,Perimeter Wings/Defenders
Mason Plumlee,BRK,2014,Defensive Big Man
Otto Porter,WAS,2014,Role Player
Phil Pressey,BOS,2014,Role Player
Ronnie Price,ORL,2014,Role Player
Pablo Prigioni,NYK,2014,Driving Scorer
Tayshaun Prince,MEM,2014,Role Player
Anthony Randolph,DEN,2014,Role Player
Zach Randolph,MEM,2014,Scoring Big Man
J.J. Redick,LAC,2014,Perimeter Wings/Defenders
Luke Ridnour,MIL,2014,Role Player
Austin Rivers,NOP,2014,Role Player
Andre Roberson,OKC,2014,Defensive Big Man
Brian Roberts,NOP,2014,Floor Generals
Nate Robinson,DEN,2014,Floor Generals
Thomas Robinson,POR,2014,Defensive Big Man
Rajon Rondo,BOS,2014,Floor Generals
Terrence Ross,TOR,2014,Perimeter Wings/Defenders
Ricky Rubio,MIN,2014,Floor Generals
Brandon Rush,UTA,2014,Role Player
John Salmons,TOR,2014,Role Player
Dennis Schröder,ATL,2014,Role Player
Luis Scola,IND,2014,Defensive Big Man
Mike Scott,ATL,2014,Driving Scorer
Thabo Sefolosha,OKC,2014,Driving Scorer
Ramon Sessions,CHA,2014,Floor Generals
Iman Shumpert,NYK,2014,Floor Generals
Alexey Shved,MIN,2014,Role Player
Kyle Singler,DET,2014,Driving Scorer
Donald Sloan,IND,2014,Role Player
Ish Smith,PHO,2014,Role Player
J.R. Smith,NYK,2014,Perimeter Wings/Defenders
Josh Smith,DET,2014,Scoring Big Man
Tony Snell,CHI,2014,Role Player
Marreese Speights,GSW,2014,Defensive Big Man
Tiago Splitter,SAS,2014,Defensive Big Man
Lance Stephenson,IND,2014,Perimeter Wings/Defenders
Greg Stiemsma,NOP,2014,Defensive Big Man
Rodney Stuckey,DET,2014,Floor Generals
Jared Sullinger,BOS,2014,Scoring Big Man
Jeff Teague,ATL,2014,Floor Generals
Mirza Teletović,BRK,2014,Driving Scorer
Garrett Temple,WAS,2014,Role Player
Jason Terry,BRK,2014,Role Player
Isaiah Thomas,SAC,2014,Superstars
Hollis Thompson,PHI,2014,Driving Scorer
Klay Thompson,GSW,2014,Perimeter Wings/Defenders
Tristan Thompson,CLE,2014,Scoring Big Man
Marcus Thornton,SAC,2014,Driving Scorer
Anthony Tolliver,CHA,2014,Driving Scorer
P.J. Tucker,PHO,2014,Perimeter Wings/Defenders
Hedo Türkoğlu,LAC,2014,Role Player
Evan Turner,PHI,2014,Floor Generals
Beno Udrih,NYK,2014,Floor Generals
Jonas Valančiūnas,TOR,2014,Scoring Big Man
Anderson Varejão,CLE,2014,Scoring Big Man
Greivis Vásquez,TOR,2014,Floor Generals
Dwyane Wade,MIA,2014,Superstars
Dion Waiters,CLE,2014,Floor Generals
Kemba Walker,CHA,2014,Superstars
John Wall,WAS,2014,Superstars
Gerald Wallace,BOS,2014,Floor Generals
C.J. Watson,IND,2014,Driving Scorer
Martell Webster,WAS,2014,Driving Scorer
David West,IND,2014,Scoring Big Man
Russell Westbrook,OKC,2014,Superstars
Deron Williams,BRK,2014,Floor Generals
Derrick Williams,SAC,2014,Driving Scorer
Elliot Williams,PHI,2014,Role Player
Lou Williams,ATL,2014,Floor Generals
Marvin Williams,UTA,2014,Perimeter Wings/Defenders
Mo Williams,POR,2014,Floor Generals
Shawne Williams,LAL,2014,Driving Scorer
Jeff Withey,NOP,2014,Defensive Big Man
Nate Wolters,MIL,2014,Role Player
Dorell Wright,POR,2014,Driving Scorer
Tony Wroten,PHI,2014,Floor Generals
Nick Young,LAL,2014,Perimeter Wings/Defenders
Thaddeus Young,PHI,2014,Perimeter Wings/Defenders
Cody Zeller,CHA,2014,Defensive Big Man
Tyler Zeller,CLE,2014,Defensive Big Man
Jeff Adrien,CHA,2013,Defensive Big Man
Arron Afflalo,ORL,2013,Perimeter Wings/Defenders
LaMarcus Aldridge,POR,2013,Scoring Big Man
Lavoy Allen,PHI,2013,Defensive Big Man
Ray Allen*,MIA,2013,Perimeter Wings/Defenders
Tony Allen,MEM,2013,Floor Generals
Al-Farouq Aminu,NOH,2013,Defensive Big Man
Chris Andersen,MIA,2013,Defensive Big Man
Alan Anderson,TOR,2013,Driving Scorer
Ryan Anderson,NOH,2013,Perimeter Wings/Defenders
Carmelo Anthony,NYK,2013,Superstars
Trevor Ariza,WAS,2013,Floor Generals
Darrell Arthur,MEM,2013,Role Player
Ömer Aşık,HOU,2013,Scoring Big Man
D.J. Augustin,IND,2013,Role Player
Jeff Ayres,IND,2013,Driving Scorer
Luke Babbitt,POR,2013,Driving Scorer
Leandro Barbosa,BOS,2013,Role Player
J.J. Barea,MIN,2013,Floor Generals
Andrea Bargnani,TOR,2013,Perimeter Wings/Defenders
Harrison Barnes,GSW,2013,Driving Scorer
Matt Barnes,LAC,2013,Perimeter Wings/Defenders
Will Barton,POR,2013,Role Player
Brandon Bass,BOS,2013,Defensive Big Man
Shane Battier,MIA,2013,Driving Scorer
Nicolas Batum,POR,2013,Perimeter Wings/Defenders
Jerryd Bayless,MEM,2013,Floor Generals
Kent Bazemore,GSW,2013,Role Player
Bradley Beal,WAS,2013,Perimeter Wings/Defenders
Michael Beasley,PHO,2013,Role Player
Rodrigue Beaubois,DAL,2013,Role Player
Marco Belinelli,CHI,2013,Driving Scorer
Patrick Beverley,HOU,2013,Floor Generals
DeJuan Blair,SAS,2013,Defensive Big Man
Steve Blake,LAL,2013,Floor Generals
Andray Blatche,BRK,2013,Defensive Big Man
Eric Bledsoe,LAC,2013,Floor Generals
Keith Bogans,BRK,2013,Driving Scorer
Andrew Bogut,GSW,2013,Defensive Big Man
Matt Bonner,SAS,2013,Driving Scorer
Trevor Booker,WAS,2013,Defensive Big Man
Carlos Boozer,CHI,2013,Scoring Big Man
Chris Bosh*,MIA,2013,Scoring Big Man
Avery Bradley,BOS,2013,Floor Generals
Elton Brand,DAL,2013,Defensive Big Man
Corey Brewer,DEN,2013,Floor Generals
Ronnie Brewer,NYK,2013,Role Player
Aaron Brooks,SAC,2013,Driving Scorer
MarShon Brooks,BRK,2013,Role Player
Shannon Brown,PHO,2013,Floor Generals
Kobe Bryant*,LAL,2013,Superstars
Alec Burks,UTA,2013,Role Player
Caron Butler,LAC,2013,Driving Scorer
Jimmy Butler,CHI,2013,Driving Scorer
Will Bynum,DET,2013,Floor Generals
José Calderón,TOR,2013,Floor Generals
DeMarre Carroll,UTA,2013,Driving Scorer
Vince Carter,DAL,2013,Perimeter Wings/Defenders
Omri Casspi,CLE,2013,Role Player
Mario Chalmers,MIA,2013,Floor Generals
Wilson Chandler,DEN,2013,Perimeter Wings/Defenders
Earl Clark,LAL,2013,Defensive Big Man
Victor Claver,POR,2013,Role Player
Norris Cole,MIA,2013,Role Player
Darren Collison,DAL,2013,Floor Generals
Nick Collison,OKC,2013,Defensive Big Man
Mike Conley,MEM,2013,Superstars
Daequan Cook,CHI,2013,Role Player
Chris Copeland,NYK,2013,Driving Scorer
DeMarcus Cousins,SAC,2013,Scoring Big Man
Jamal Crawford,LAC,2013,Perimeter Wings/Defenders
Jordan Crawford,WAS,2013,Floor Generals
Jae Crowder,DAL,2013,Role Player
Dante Cunningham,MIN,2013,Defensive Big Man
Stephen Curry,GSW,2013,Superstars
Samuel Dalembert,MIL,2013,Defensive Big Man
Marquis Daniels,MIL,2013,Role Player
Anthony Davis,NOH,2013,Scoring Big Man
Glen Davis,ORL,2013,Scoring Big Man
Austin Daye,MEM,2013,Driving Scorer
Nando De Colo,SAS,2013,Role Player
Carlos Delfino,HOU,2013,Perimeter Wings/Defenders
Luol Deng,CHI,2013,Perimeter Wings/Defenders
DeMar DeRozan,TOR,2013,Perimeter Wings/Defenders
Boris Diaw,SAS,2013,Driving Scorer
Toney Douglas,HOU,2013,Driving Scorer
Goran Dragić,PHO,2013,Superstars
Andre Drummond,DET,2013,Defensive Big Man
Jared Dudley,PHO,2013,Perimeter Wings/Defenders
Chris Duhon,LAL,2013,Role Player
Tim Duncan*,SAS,2013,Scoring Big Man
Mike Dunleavy,MIL,2013,Perimeter Wings/Defenders
Kevin Durant,OKC,2013,Superstars
Wayne Ellington,MEM,2013,Driving Scorer
Wayne Ellington,CLE,2013,Driving Scorer
Monta Ellis,MIL,2013,Superstars
Kim English,DET,2013,Role Player
Jeremy Evans,UTA,2013,Defensive Big Man
Tyreke Evans,SAC,2013,Floor Generals
Derrick Favors,UTA,2013,Scoring Big Man
Raymond Felton,NYK,2013,Floor Generals
Landry Fields,TOR,2013,Role Player
Evan Fournier,DEN,2013,Driving Scorer
Randy Foye,UTA,2013,Driving Scorer
Jimmer Fredette,SAC,2013,Driving Scorer
Danilo Gallinari,DEN,2013,Perimeter Wings/Defenders
Francisco García,SAC,2013,Driving Scorer
Kevin Garnett*,BOS,2013,Scoring Big Man
Marc Gasol,MEM,2013,Scoring Big Man
Pau Gasol,LAL,2013,Scoring Big Man
Rudy Gay,MEM,2013,Perimeter Wings/Defenders
Rudy Gay,TOR,2013,Superstars
Alonzo Gee,CLE,2013,Floor Generals
Mickaël Gelabale,MIN,2013,Driving Scorer
Paul George,IND,2013,Superstars
Daniel Gibson,CLE,2013,Role Player
Taj Gibson,CHI,2013,Defensive Big Man
Manu Ginóbili,SAS,2013,Floor Generals
Ben Gordon,CHA,2013,Floor Generals
Eric Gordon,NOH,2013,Floor Generals
Marcin Gortat,PHO,2013,Scoring Big Man
Danny Green,SAS,2013,Perimeter Wings/Defenders
Draymond Green,GSW,2013,Role Player
Gerald Green,IND,2013,Role Player
Jeff Green,BOS,2013,Perimeter Wings/Defenders
Willie Green,LAC,2013,Driving Scorer
Blake Griffin,LAC,2013,Scoring Big Man
Jordan Hamilton,DEN,2013,Driving Scorer
Richard Hamilton,CHI,2013,Floor Generals
Tyler Hansbrough,IND,2013,Defensive Big Man
James Harden,HOU,2013,Superstars
Maurice Harkless,ORL,2013,Defensive Big Man
Devin Harris,ATL,2013,Floor Generals
Spencer Hawes,PHI,2013,Defensive Big Man
Chuck Hayes,SAC,2013,Role Player
Gordon Hayward,UTA,2013,Perimeter Wings/Defenders
Brendan Haywood,CHA,2013,Defensive Big Man
Gerald Henderson,CHA,2013,Perimeter Wings/Defenders
Xavier Henry,NOH,2013,Role Player
John Henson,MIL,2013,Defensive Big Man
Roy Hibbert,IND,2013,Scoring Big Man
J.J. Hickson,POR,2013,Scoring Big Man
Nenê,WAS,2013,Scoring Big Man
George Hill,IND,2013,Perimeter Wings/Defenders
Kirk Hinrich,CHI,2013,Floor Generals
Jrue Holiday,PHI,2013,Superstars
Al Horford,ATL,2013,Scoring Big Man
Dwight Howard,LAL,2013,Scoring Big Man
Kris Humphries,BRK,2013,Defensive Big Man
Serge Ibaka,OKC,2013,Scoring Big Man
Andre Iguodala,DEN,2013,Floor Generals
Ersan İlyasova,MIL,2013,Perimeter Wings/Defenders
Kyrie Irving,CLE,2013,Superstars
Royal Ivey,PHI,2013,Driving Scorer
Jarrett Jack,GSW,2013,Floor Generals
Reggie Jackson,OKC,2013,Driving Scorer
Stephen Jackson,SAS,2013,Role Player
Bernard James,DAL,2013,Defensive Big Man
LeBron James,MIA,2013,Superstars
Mike James,DAL,2013,Role Player
Antawn Jamison,LAL,2013,Driving Scorer
Al Jefferson,UTA,2013,Scoring Big Man
Richard Jefferson,GSW,2013,Driving Scorer
Jared Jeffries,POR,2013,Role Player
Charles Jenkins,GSW,2013,Role Player
John Jenkins,ATL,2013,Driving Scorer
Brandon Jennings,MIL,2013,Superstars
Jonas Jerebko,DET,2013,Driving Scorer
Amir Johnson,TOR,2013,Scoring Big Man
Ivan Johnson,ATL,2013,Defensive Big Man
James Johnson,SAC,2013,Role Player
Joe Johnson,BRK,2013,Perimeter Wings/Defenders
Orlando Johnson,IND,2013,Driving Scorer
Wesley Johnson,PHO,2013,Driving Scorer
Dahntay Jones,DAL,2013,Role Player
DeQuan Jones,ORL,2013,Role Player
James Jones,MIA,2013,Role Player
Perry Jones,OKC,2013,Role Player
Chris Kaman,DAL,2013,Defensive Big Man
Enes Kanter,UTA,2013,Defensive Big Man
Jason Kidd*,NYK,2013,Floor Generals
Michael Kidd-Gilchrist,CHA,2013,Defensive Big Man
Andrei Kirilenko,MIN,2013,Scoring Big Man
Brandon Knight,DET,2013,Floor Generals
Kyle Korver,ATL,2013,Perimeter Wings/Defenders
Kosta Koufos,DEN,2013,Defensive Big Man
Carl Landry,GSW,2013,Defensive Big Man
Ty Lawson,DEN,2013,Superstars
Courtney Lee,BOS,2013,Driving Scorer
David Lee,GSW,2013,Scoring Big Man
Kawhi Leonard,SAS,2013,Perimeter Wings/Defenders
Meyers Leonard,POR,2013,Defensive Big Man
Rashard Lewis,MIA,2013,Driving Scorer
DeAndre Liggins,OKC,2013,Role Player
Damian Lillard,POR,2013,Superstars
Jeremy Lin,HOU,2013,Floor Generals
Shaun Livingston,CLE,2013,Floor Generals
Brook Lopez,BRK,2013,Scoring Big Man
Kyle Lowry,TOR,2013,Floor Generals
John Lucas III,TOR,2013,Role Player
Ian Mahinmi,IND,2013,Defensive Big Man
Shawn Marion,DAL,2013,Scoring Big Man
Kendall Marshall,PHO,2013,Role Player
Cartier Martin,WAS,2013,Driving Scorer
Kevin Martin,OKC,2013,Perimeter Wings/Defenders
Roger Mason,NOH,2013,Driving Scorer
Wesley Matthews,POR,2013,Perimeter Wings/Defenders
Eric Maynor,OKC,2013,Role Player
O.J. Mayo,DAL,2013,Floor Generals
Luc Mbah a Moute,MIL,2013,Role Player
JaVale McGee,DEN,2013,Defensive Big Man
Josh McRoberts,ORL,2013,Role Player
Jodie Meeks,LAL,2013,Driving Scorer
C.J. Miles,CLE,2013,Perimeter Wings/Defenders
Andre Miller,DEN,2013,Floor Generals
Darius Miller,NOH,2013,Role Player
Mike Miller,MIA,2013,Driving Scorer
Patty Mills,SAS,2013,Driving Scorer
Paul Millsap,UTA,2013,Scoring Big Man
Nazr Mohammed,CHI,2013,Role Player
Greg Monroe,DET,2013,Scoring Big Man
E'Twaun Moore,ORL,2013,Role Player
Darius Morris,LAL,2013,Role Player
Marcus Morris,HOU,2013,Driving Scorer
Markieff Morris,PHO,2013,Role Player
Donatas Motiejūnas,HOU,2013,Driving Scorer
Timofey Mozgov,DEN,2013,Defensive Big Man
Byron Mullens,CHA,2013,Perimeter Wings/Defenders
Steve Nash*,LAL,2013,Floor Generals
Gary Neal,SAS,2013,Driving Scorer
Jameer Nelson,ORL,2013,Floor Generals
Joakim Noah,CHI,2013,Scoring Big Man
Steve Novak,NYK,2013,Driving Scorer
Dirk Nowitzki,DAL,2013,Perimeter Wings/Defenders
Kyle O'Quinn,ORL,2013,Defensive Big Man
Lamar Odom,LAC,2013,Defensive Big Man
Travis Outlaw,SAC,2013,Role Player
Zaza Pachulia,ATL,2013,Defensive Big Man
Tony Parker,SAS,2013,Superstars
Chandler Parsons,HOU,2013,Perimeter Wings/Defenders
Patrick Patterson,HOU,2013,Perimeter Wings/Defenders
Chris Paul,LAC,2013,Superstars
Sasha Pavlović,POR,2013,Role Player
Kendrick Perkins,OKC,2013,Defensive Big Man
Johan Petro,ATL,2013,Role Player
Paul Pierce*,BOS,2013,Superstars
Quincy Pondexter,MEM,2013,Driving Scorer
A.J. Price,WAS,2013,Floor Generals
Ronnie Price,POR,2013,Role Player
Pablo Prigioni,NYK,2013,Floor Generals
Tayshaun Prince,DET,2013,Perimeter Wings/Defenders
Tayshaun Prince,MEM,2013,Driving Scorer
Anthony Randolph,DEN,2013,Defensive Big Man
Zach Randolph,MEM,2013,Scoring Big Man
J.J. Redick,ORL,2013,Perimeter Wings/Defenders
Jason Richardson,PHI,2013,Perimeter Wings/Defenders
Luke Ridnour,MIN,2013,Floor Generals
Austin Rivers,NOH,2013,Role Player
Brian Roberts,NOH,2013,Driving Scorer
